code,product_name,brands,categories,ingredients_text,allergens,labels,countries,serving_size,nutriscore_grade,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g
5000169128954,Essential Waitrose chicken breast steak,"Essential Waitrose,Waitrose","meats and their products, meat preparations, meats, chicken and its products, poultries, breaded products, chicken preparations, chickens, breaded chicken, chicken breasts","Chicken (58%), fortified wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), water, rapeseed oil, pea starch, yeast, sugar, pea fibre, salt, sea salt",,,united kingdom,1 steak (95 g),a,207.368421052632,10.4210526315789,1.36842105263158,12.2105263157895,1.05263157894737,1.15789473684211,15.4736842105263,0.518421052631579
5000169145920,Deli-Style Coleslaw,Waitrose,"snacks, salty snacks, appetizers, coleslaw","Cabbage (41%), rapeseed oil, carrot (15%), pasteurised free range egg yolk, spirit vinegar, red onion (1.5%), sugar, whipping cream (milk), salt, chives, mustard flour.",milk,,united kingdom,1 serving (100 g),c,311.0,31.5,2.5,5.2,4.5,1.2,1.1,0.5
5000169164990,Swiss style berry muesli,Waitrose,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, cereals with fruits, mueslis, mueslis with fruits","Oats, toasted wheat flakes, sultanas (11%), oat flakes, pumpkin seeds, hazelnuts (3%), skimmed milk powder, sliced almonds (3%), FREEZE DRIED FRUIT (1.5%) (cranberries, blueberrles, blackcurrants)","gluten, nuts",vegetarian,united kingdom,,a,401.0,10.8,1.5,58.4,9.9,7.5,13.9,0.03
5000169352236,Salted Caramel Sauce,Waitrose,"condiments, sauces, dessert sauces","Partially inverted refiners syrup, salted butter (20%) (butter (milk), salt), double cream (milk) (15%), skimmed milk, sugar, caramel syrup, sea salt, milk proteins ADVICE: For allergens see ingredients in bold 2500",milk,,united kingdom,,e,465.0,26.1,16.3,54.5,43.4,0.139,2.7,1.2
5000169413227,Scottish mussels in garlic butter,Waitrose,"seafood, mollusc, mussels","Mussels (molluscs) (88%), butter (milk) (4%), water, garlic purée (2%), shallots, cornflour, parsley, black pepper, lemon juice","milk, molluscs",,united kingdom,,c,64.0,3.2,2.1,2.8,0.5,0.6,5.6,1.3999999761581
5000169473795,Chestnut Smoked Scottish Samon,"Waitrose,Waitrose No 1","seafood, fishes and their products, fishes, fatty fishes, salmons, smoked fishes, smoked salmons","Salmon (Salmo salar) (fish) (97%), sea salt, demerara sugar",fish,,united kingdom,0.5 pack (100 g),e,200.0,11.7,2.0,0.6,0.5,0.5,22.8,8.25
5000169537213,2 breaded chunky cod fillets,Waitrose,"seafood, fishes and their products, fishes, frozen foods, fish fillets, fish preparations, frozen seafood, breaded products, frozen fishes, breaded fish, fish breaded frozen","Cod 68%,fortified wheat flour, rapeseed oil, maize starch, durum wheat semolina, wheat gluten, salt, yeast, yeast extract, onion powder, dried garlic, black pepper extract, paprika extract.",,"sustainable, sustainable fishery, source of proteins, high proteins, sustainable seafood msc",united kingdom,1 portion (157 g),a,169.426751592357,6.36942675,0.828025477707006,13.8853503184713,1.59235668789809,0.828025477707006,13.8216560509554,0.689490445859873
5000169539897,Chunky cod fishfingers,Waitrose,"seafood, fishes and their products, fishes, fish preparations, breaded products, breaded fish, breaded cod fish","Cod (Gadus morhua) (fish) (63%), fortified wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), rapeseed oil, maize starch, durum wheat semolina, salt, wheat gluten, yeast, yeast extract, onion powder, dried garlic, black pepper extract, colour (paprika extract) ALLERGY ADVICE: For allergens, including cereals containing gluten, see ingredients in bold. Preparation: Wash hands, all surfaces and utensils after touching raw fish. OVEN COOK GAS 6,200°C, FAN 180°C CHILLED NUTRITION TYPICAL VALUE AS PREPARED Energy kl Energy kcal Fat of which satur Carbohydrate of which suga Fibre Protein Salt FROZEN waitrose.com This pack cont 12-14 mins 17-19 mins RI=% of your c Preheat oven. Place product evenly on a *STORAGE: 5°C Once one",fish,"sustainable, sustainable fishery, source of proteins, high proteins, sustainable seafood msc",united kingdom,,a,211.0,7.1,1.0,21.1,1.3,2.10692368421052,15.2,0.8
5000169613702,Sarta de chorizo ibérico,Waitrose,"meats and their products, meats, prepared meats, cured sausages, chorizo","Pork, salt, paprika (2%), garlic powder, oregano, natural pork casing. Prepared with 141g of pork per 100g of product. Moisture is lost during curing and maturation.",,,united kingdom,,e,416.0,34.4,14.0,2.0,2.0,2.0,25.2,3.48
5000169618837,Banana & papaya granola,Waitrose,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, cereals with fruits, mueslis, mueslis with fruits","Oat flakes (64%), sugar, sweetened papaya (5%) (papaya, sugar, preservative dried (sulphur dioxide)), sweetened dried banana (5%) (banana, sugar, coconut oil, flavouring), rapeseed oil, coconut (3%), sweetened dried pineapple (3%) (sugar, pineapple, acidity regulator (citric acid), preservative (sulphur dioxide)), honey (2%), desiccated coconut, sunflower seeds, flavouring, sugar syrup powder",sulphur dioxide and sulphites,,united kingdom,1 serving (100 g),d,426.0,13.2,4.2,64.8,17.9,6.0,9.2,0.075
5000169627839,Creamy Truffle and Porcini Sauceo,Waitrose,"condiments, sauces, pasta sauces","Whole milk, water, whipping cream (milk) 17.2%, perori mushrooms (0.7%, button mushrooms 10.7%, butter (milk), maize starch, bat summer trufles 0.8%, salt, flavourings (natural flavouring (ilavouring!. stoliter konthan gum), dried mushrooms 0.3%, garlic, ground black pepper",milk,,united kingdom,,d,138.0,12.0,7.9,5.5,1.4,0.0,2.0,0.7
5000169632727,Malted Wheats,"Essential Waitrose,Waitrose","plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals, extruded cereals","Whole wheat, sugar, invert sugar syrup, barley malt extract, salt, niacin, iron, vitamin B12, pantothenic acid (B5), vitamin D, thiamin (B1), riboflavin (B2), folic acid, vitamin B6",gluten,,united kingdom,,a,361.0,1.7,0.4,69.6,10.6,10.9,11.3,0.42
5000205046563,Gastro Chunky Breaded Haddock Fingers,Young’s,"seafood, fishes and their products, breaded products, fish preparations, breaded fish, breaded hake fish","Haddock Fillet (Fish) (60%), Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Rapeseed Oil, Water, Wheat Starch, Sea Salt, Yeast, Mustard Flour, Raising Agents: Diphosphates, Sodium Bicarbonate; Yeast Extract, Sunflower Oil, Dextrose, Salt.",fish,"sustainable, sustainable fishery, sustainable seafood msc",united kingdom,,b,198.0,9.0,0.8,15.7,0.8,0.9,13.1,1.0
5000205047294,Youngs Chip Shop Cod 4pk,Young's,"seafood, fishes and their products, fishes, lean fishes, breaded products, fish fillets, fish preparations, cods, breaded fish, cod fillets, breaded cod fish","Cod Fillet (50%) (Fish), Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)), Sunflower Oil, Rapeseed Oil, Palm Oil, Water, Salt, Wheat Starch, Maize Flour, Raising Agents: Diphosphates, Sodium Bicarbonate; Mustard Flour, Dextrose, Wheat Gluten, Dried Skimmed Milk, Flavouring (contains Mustard), Colours: Curcumin, Capsanthin; Spices",fish,,united kingdom,100g,c,240.0,12.9,2.4,19.9,1.1,0.7,10.7,1.0
5000205048444,Popcorn Scampi Bites,Young's,"seafood, crustaceans, breaded scampi","scampi bites: core (minced whitefish (23%) (fish), water, scampi (crustacean) (9%), oat fibre, salt, stabilisers: sodium carbonate, sodium bicarbonate, citric acid; cornflour, sulphites), coating (wheat flour [wheat flour, calcium carbonate, iron, niacin (B3), thiamin (b1)], water, wheat starch, rice flour, wheat gluten, modified maize starch, yeast, salt, potato starch, raising agents: diphosphates, sodium bicarbonate; onion powder, rapeseed oil, mustard flour, sunflower oil, dextrose, garlic powder, yeast extract, white pepper, black pepper extract), rapeseed oil.","crustaceans, fish, gluten, sulphur dioxide and sulphites",,united kingdom,,c,240.0,13.0,1.2,22.1,0.7,1.6,7.8,1.3
5000232001504,Stewed steak,Princes,"meats and their products, beef and its products, meats, beef, beef stew meat","Diced Beef (65%), Beef Stock (Water, Beef Extract, Yeast Extract, Chicory Fibre, Salt, Sugar, Cornflour, Onion Concentrate, Black Pepper), Modified Maize Starch, Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Cornflour, Tomato Paste, Salt, Ground Black Pepper, Ground Bay Leaf",,"source of proteins, high proteins",united kingdom,,c,117.0,4.5,2.1,4.4,0.5,0.5,14.5,0.6
5000237130070,McCoys Mighty Meaty,McCoys,"snacks, salty snacks, appetizers, chips and fries, crisps","potatoes, sunflower oil, flame grilled steak flavour [lactose (milk), salt, dried onion, dried yeast extract, flavour enhancers: monosodium glutamate, disodium guanylate",milk,,united kingdom,25 g,d,525.0,30.0,2.4,54.0,3.2,4.1,6.7,1.3
5000237202739,Nik Naks Scampi and Lemon,Scampi n Lemon,,"maize, sunflower oil, scampi 'n' lenion flavour [cornflour, sugar, salt, natural flavourings, dried yeast, acid: citric acid, yeast extract, dried barley malt vinegar extract, colour: paprika extract, antioxidant: extracts of resemary, lemon oil, spice extract]. for allergens see ingredients in bold. also may contain milk, sova, gluten. quality guarantee please contact us on our careline if you have any",,,united kingdom,75.0g,,564.0,36.0,3.1,53.0,2.2,0.3,6.3,
5000237203071,Crunchy Hazelnut Chocolate Toffee Popcorn,Butterkist,"snacks, popcorn","Glucose Syrup, Sugar, Popped Maize, Rapeseed Oil, Salted Butter (MILK), Brown Sugar, Single Cream (MILK), Fat Reduced Cocoa Powder, Salt, Emulsifier: Lecithins, Natural Flavouring, Cane Molasses.",milk,"no artificial flavors, source of fibre, no artificial colors, no artificial colours or flavours",united kingdom,30g,e,422.0,8.5,2.3,82.0,52.0,4.0,2.9,0.19
5000237205600,Hot 'N' Spicy,McCoy's,,"Potatoes, Sunflower Oil, H Spicy Flavour [Sugar, Natural Flavouring Salt, Dried Yeast Extract, Paprika Po Cayenne Pepper, Dried Onion, Potassium Chloride, Acidity Regulator: Citricid Rice Flour, Maltodextrin, Colour: P Extract, Cumin Powder]. May contain Milk, Soya, Gluten, Mustard QUALITY GUARANTEE Please contact us on our careline if you have any questions or comments, or write to our Consumer Services Team, enclosing your pack and contents, stating when and where purchased. Tel: Freephone (UK) 0800 7835456 (Mon-Fri 9am-5pm), Republic of Ireland 1800 551679 Mail: FREEPOST KP SNACKS ROI Mail: KP Snacks Limited, P.O. Box No.4 Ashby-de-la-Zouch, Leicestershire, LE65 2UQ, Contact us at: www.kpsnacks.com REGISTERED TRADE MARK PACKAGED IN A PROTECTIVE ATMOSPHERE Don't recycle at home RECYCLE WITH BAGS AT LARGE SUPERMARKET 5 37 205600",,,united kingdom,45g,,528.0,31.0,2.7,54.0,2.0,4.2,6.8,1.1
5000243503011,Chicken Flavour Noodles,Nestlé,"plant based foods and beverages, plant based foods, dried products, pastas, dried products to be rehydrated, noodles, instant noodles","Noodles [WHEAT flour (70%), sunflower oil, salt emulsifier (triphosphates), acidity regulators (potassium carbonates, sodium carbonates), thickener (guar gum), colour (riboflavins)), seasoning [salt, sugar, flavourings, fried onion (onion, sunflower oil), yeast extract, herbs and spices (chilli, CELERY leaves, black pepper, turmeric), corn starch, garlic, leek, palm fat",,low saturated fat,united kingdom,,,88.0,3.6,0.5,11.5,0.2,0.8,1.9,0.73
5000254021535,Dark chocolate created for bakers 54%,Dr. Oetker,"snacks, sweet snacks, cocoa and its products, chocolates, dark chocolates","Cocoa mass*, sugar, cocoa butter*, emulsifier (SOYA lecithins), flavouring. Cocoa solids 54% minimum. *Rainforest Alliance Certified. May also contain milk.",,"vegetarian, vegan, rainforest alliance",united kingdom,,e,506.0,29.0,18.0,50.0,45.0,,6.5,0.08
5000295157569,Spring Onion & Cracked Black Pepper Alternative to Soft Cheese,Cathedral City,"plant based foods and beverages, dairies, fermented foods, plant based foods, fermented milk products, cheeses, spreads, plant based spreads, salted spreads, cheese spreads substitutes","WATER, COCONUT OIL, SOYA PROTEIN CONCENTRATE, FAVA BEAN PROTEIN ISOLATE, ACIDITY REGULATORS (LACTIC ACID, SODIUM LACTATE). SALT, SUGAR, CALCIUM, SPRING ONION, SPIRIT VINEGAR, BLACK PEPPER, CHICORY ROOT FIBRE, NATURAL FLAVOURINGS, THICKENER (CARRAGEENAN).",,,"moldova, united kingdom",,d,230.0,20.6,17.8,2.0,1.0,2.4,7.9,1.8
5000326012041,Golden Yolker,Freshlay Farms,"farming products, eggs, chicken eggs, free range chicken eggs",Free range eggs.,,"british lion quality, rspca assured",united kingdom,,a,131.0,9.0,2.5,0.5,0.5,0.0,12.6,0.39
5000328014715,Monster Munch Variety 12pk,Walkers,,"Barley Celery Mustard Ramin Hot Favour Baked Corn Snack peseed OL Ramin Hot Favour Fructose, Favouring loom Glutamata, Disodium 5-bonuclectidel, Hydrolysed Vega Sodium Acetatas, Cleic Acid, Malic Acid, Sugar Paprika Extract, Curcumin Cayenne Pepper SO adients Celery Mustard FOR MONSTERS & VEGETARIANS",,,united kingdom,,,492.0,25.0,2.2,59.0,3.0,1.7,6.0,1.73
5000328034508,95 keal WALKERS ONSTE MUNCH 6 BBQ SAUCE FLAVOUR BA,Walkers,,"Corn (Maize), Chickpea Flour (18%), Rapeseed Oil, Rice Flour, BBQ Sauce Flavour [Sugar, Flavouring, Dextrose, Dried Paprika, Salt, Dried Onion, Acidity Regulators (Citric Acid Malic Acid, Sodium Acetates), Potassium Chloride, Tomato Powder, Garlic Powder, Hydrolysed Vegetable Protein, Colour (Paprika Extract)), Flavouring Allergy Advice May Contain: Milk, Wher Gluten, Barley, Soya, Celery, Mustard +25% less salt vs the average salt value of extruded snacks, UN MADE SOUR LESS",,,united kingdom,1 bag (20 g),,475.0,20.5,1.5,60.0,4.5,6.0,9.0,0.8375
5000328261614,funyuns,,snacks,"corn (maize), rapeseed oil, onion seasoning (flavourings, onion powder, milk powder, flavour enhancer (monosodium glutamate), dextrose, celery powder), sugar, salt. allergy advice: contains: see highlighted ingredients may contain: soya, wheat, ğluten, egg v suitable for vegetarians",,,united kingdom,,d,525.0,29.0,2.1,59.0,5.8,1.7,6.2,2.0
5000328513409,Puffs Flamin' Hot Snacks,Cheetos,,"maize rapeseed oil, flamin'hot flavour [flavouring (contains soya, wheat), sugar, flavour enhancers (monosodium glutamate, disodium 5'ribonucleotide), fructose, salt, dried onion, soya sauce powder (contains wheat), hydrolysed soya protein, dried garlic, colour (paprika extract)]. made in a factory that also handles: milk, gluten, barley, celery, mustard.","celery, gluten, milk, soybeans",,united kingdom,,,533.0,30.0,2.5,60.0,4.0,1.1,5.5,1.93
5000354159558,Loyd Grossman Korma Sauce,Loyd Grossman,"condiments, sauces, curry sauces, indian sauces, korma sauces, groceries","Eau, oignons frits (oignon, huile de colza), purée de tomates, crème (lait) 8%, yaourt (lait), sucre, crème de coco, farine de noix de coco 2,5%, amidon de maïs modifié, purée de gingembre, jus de citron concentré, purée d'ail, coriandre, flocons d'amandes grillées 0,8%, sel de mer, épices (cumin moulu, coriandre grillée moulue, safran moulu, cassia moulu, cardamome moulue, graines de fenugrec moulues et piment en poudre).","milk, nuts",,"france, united kingdom",,c,128.0,8.3,5.8,11.3,8.9,0.8,1.5,0.72
5000354801020,Traditional rice pudding,Ambrosia,"desserts, puddings, rice puddings","full cream milk, skimmed m rice (8%), whey (milk), sugar, sultanas (2 natural nutmeg and cinnamon flavouring, total milk content 79%, allergy advice: for allergens, see ingredients in bold, store in a cool, dry place, once opened remove remaining contents from de 002 ec e can, keep refrigerated and consume within 3 days, best before end: see end of can, www,ambrosia,co,uk careline: uk - 0800 3282121, roi-1850 202929 mon to fri30am to 5,00pm (your call may be recorded), ambrosia is a registered trademark of the premier foods group, cc po box 66093, london, w49ex, uk, 1020",milk,no preservatives,france,,c,107.0,2.9000000953674,1.7000000476837,16.700000762939,10.199999809265,,3.4000000953674,0.10000000149012
5000354925399,Spicy Bengali Jalfrezi,The Spice Tailor,"condiments, sauces, curry sauces","Onion (32%), Tomato Paste (21%), Sunflower Oil, Red Pepper, Water, Garlic, Ginger, Green Chilli, Salt, Ground Spices (1.5%), Chilli Powder, Ground Coriander Seeds, Dried Whole Spices (Red Chilli, Fenugreek Leaves, Cumin Seeds, Black Pepper), Sugar, Black Salt, Concentrated Tamarind Paste, Ground Black Pepper, Ground Black Cardamom, Ground Bay Leaf.",,green dot,united kingdom,,c,194.0,12.3,1.40873173988971,7.81883097426471,5.14961295955882,2.33186511948529,1.86548291360294,1.50613777757353
5000354927850,chelors SUPE NOODLES Vpada (142) vation as prepare,Batchelors,,"Ingredients as served (greatest first): Noodles (Water, Wheat Flour, Modified Tapioca Starch, Wheat Protein, Pa Oil (Palm Oil, Antioxidants (Butylated Hydroxyanisole, Butylated Hydroxytoluene)), Acidity Regulators (Pentasodium Triphosphate, Sodium Carbonate)), Maltodextrin, Salt, Flavour Enhancers (Monosodium Glutamate, Disodium 5'-ribonucleotides), Dextrose, Yeast Extract, Onion, Garlic, Potassium Chloride, Flavouring, Ground Turmeric, Acid (Malic Acid), Parsley, Black Pepper Extract. Allergy Advice:",,,united kingdom,0.5 pack (148 g),,87.8378378378378,0.405405405405405,0.0675675675675676,17.5675675675676,1.01351351351351,3.31081081081081,3.17567567567568,0.484797297297297
5000396037227,Digestive light,McVities,"snacks, sweet snacks, biscuits and cakes, biscuits, wheat biscuits","Flour (60%) (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Sugar, Wholemeal Wheat Flour (13%), Sunflower OI, Glucose-Fructose Syrup, Raising Agents (Sodium Carbonates, Malic Acid), Emulsifier (E472e), Salt.",,"low or no fat, low fat, no artificial flavors, source of fibre, no artificial colors, no artificial colours or flavours, wheat and whole wheat","france, romania",,d,450.0,14.5,1.5,70.6,19.6,3.7,7.2,0.97
5000436197232,Light Olive Spread,Tesco,"plant based foods and beverages, plant based foods, spreads, plant based spreads","water, olive oil (21%), rapeseed oil, palm oil, salt (1%), emulsifiers (mono - and di-glycerides of fatty acids, sunflower lecithin), stabiliser (sodium alginate), preservative (potassium sorbate), acidity regulator (lactic acid), colour (beta-carotene), flavouring. suitable for vegans storage keep refrigerated. best before: see lid.",,,united kingdom,10g,d,278.0,30.5,8.7,0.6,0.5,,0.5,1.1
5010003068766,Chia bread,"HOVIS,The Chia Co",fresh bread,"wheat flour (with added clacium, iron, niacin, thiamin), what, chia seeds 3% (salvia hispanica), toasted wheat, toasted rye, wheat protein, salt, yeast, fermented wheat flour, soya flour, barley flour, e472e, vegetable fat (rapeseed, palm), barley fibre, ascorbic acid,",,,united kingdom,,b,243.3,2.9,0.4,41.6,2.7,4.0,10.7,0.93
5010029220049,Minis Banana,Weetabix,"plant based foods and beverages, plant based foods, breakfasts, cereals and potatoes, cereals and their products, breakfast cereals","Blé complet (83%), sucre, chips de bananes sucrées (9%) (banane, huile de noix de coco, sucre, arôme), arôme, sel, fer, niacine, thiamine (B1), riboflavine (B2), acide folique.",gluten,"low or no salt, low salt",france,40 g,c,389.0,4.9,3.0,72.0,20.0,9.7,9.3,0.18
5010034013544,Ben's plant powered Tikka masala,Ben's,cooked rice,"Tomatoes, chickpeas (17%), sweet potato (10%), sweetcorn (8.6%), onion (8.5%), coconut milk, red pepper (5.3%), green peas (3.4%), green pepper (2.6%), garlic, spices (cumin powder, garam masala, green chilli, fenugreek, turmeric, red chilli), pea protein, yeast extract, sunflower oil, corn starch, salt, lemon juice, sugar, natural flavouring, colour (paprika oleoresin). May contain: barley, cashews, celery, milk, mustard, oats, peanuts, sesame, soya, wheat. it is",,"vegetarian, vegan",united kingdom,142g,b,91.0,2.8,1.1,10.0,3.3,4.8,4.1,0.85
5010034014657,Épices du monde Riz à la crème de coco,BEN'S ORIGINAL,frozen foods,Riz long grain étuvé précuit à la vapeur et cuisiné avec de la noix de coco,,"nutriscore, nutriscore grade c",france,,c,176.0,5.2,3.6,29.0,1.9,1.1,3.1,0.04
5010034598003,Stir in pasta sause slow roasted galic and tomato,Dolmio,"condiments, sauces, pasta sauces","Tomatoes (58%), double concentrated tomato paste (16%), onion, sunflower oil, roasted garlic (2.8%), modified maize starch, basil, sugar, salt, chilli paste (chillies, salt), garlic powder, acidity regulator (citric acid), spice.",,,united kingdom,,b,75.0,3.8,0.7,8.4,0.5,1.76448,2.1,1.4
5010046001003,ORIGINAL NATURALLY SWEET,Green Giant,"plant based foods and beverages, plant based foods, fruits and vegetables based foods, canned foods, cereals and potatoes, seeds, vegetables based foods, canned plant based foods, cereals and their products, canned vegetables, cereal grains, corn","Sweet corn, water, salt",,"vegetarian, vegan","france, united kingdom",3 Tablespoon (80 g),b,76.25,1.2,0.2,12.6,6.2,3.0,2.4,0.4
5010052114193,"Cheese & Onion flavour Potato, Wheat and Rye Snacks",Golden Wonder,,MORE Ringos Cheese & With 99 calories per ser lighter way to enjoy snacking as flavour goes round and round and round. Ringos-the all-round fully-flavoured snack that you can afford to eat!,,,united kingdom,,,495.0,23.6,2.2,65.4,2.9,1.7,4.6,1.73
5010069707272,Creamy garlic chicken kievs,Moy park,"meats and their products, meat preparations, chicken and its products, chicken preparations, breaded products, chicken kievs","Chicken Breast (64%), Breadcrumb (Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, Yeast, Salt), Butter (Milk), Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, Wheat Starch, Wheat Gluten, Roast Garlic Purée, Garlic Purée, Parsley, Salt, Sugar, White Pepper, Concentrated Lemon Juice, Sunflower Oil, Yeast, Flavouring",milk,,united kingdom,117.0g,a,207.0,10.2,3.2,10.9,0.8,0.5,17.9,0.54134
5010084102458,Filo Pastry Sheets,,"cooking helpers, pastry helpers","Wheat Flour, Water, Corn Starch, Humectant (Glycerol), Salt, Preservative (Potassium Sorbate), Flour Treatment Agents (L-Cysteine)",,,united kingdom,,c,283.0,0.89999997615814,0.30000001192093,58.900001525879,5.9000000953674,,8.6999998092651,0.5799999833107
5010084103882,Jus rol puff pastry,Jus-Rol,,"Wheat Flour (contains Calcium Carbonate, Iron, Niacin, Thiamine), Water, Vegetable Oils and Fats (Palm, Rapeseed), Salt, Emulsifier: Mono - and Diglycerides of Fatty Acids, Lemon Juice",,,united kingdom,,,362.0,20.0,9.9,35.7,0.3,1.9,5.4,0.78
5010092716210,Farmhouse 50/50,Kingsmill,soft white bread,"Wheat Flour (33%) (with Calcium, Iron, Niacin (B3) and Thiamin (B1)), Wholemeal Wheat Flour (33%), Water, Yeast, Fermented Wheat Flour, Salt, Vegetable Oils (Rapeseed, Sustainable Palm), Vinegar, Soya Flour, Wheat Protein, Flour Treatment Agent: Ascorbic Acid (Vitamin C). See ingredients listed in bold. ALLERGY ADVICE:",,,united kingdom,1 portion (100 g),,235.0,2.0,0.251085416666667,43.5,1.33298719618056,3.7,8.9,1.96633757074652
5010228006802,Jackets,McCain,jacket potatoes,"OUR IN Potatoes (99%), Vegetable Oils (Rapeseed, Sunflower) - in varying proportions. VEGAN GLUTEN FREE حَلال HFA APPROVED SKA McCain P Formation see www.mccain.co.uk TI",,"no gluten, vegetarian, vegan",united kingdom,1 portion (100 g),,84.0,0.5,0.1,18.0,1.8,1.5,2.0,
5010251581727,Onion relish,Morrisons,onion relish,"ingredients onion (47%), water, sugar, cauliflower, modified maize starch, spirit vinegar, glucose-fructose syrup, acid (acetic acid), salt, mustard seeds, dried red pepper, onion powder, garlic purée, barley malt extract, colours (plain caramel, paprika extract), ground turmeric, preservatives (potassium sorbate, sodium metabisulphite, sulphur dioxide).",,,united kingdom,,d,115.0,0.4,0.1,26.5,21.2,0.9,1.0,0.81
5010251590439,Cod fish cakes,Morrisons,"seafood, fishes and their products, fish preparations, breaded products, breaded fish","Minced cod (fish) (45%), Partially reconstituted dried potato (26%), Wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), Sunflower oil, Rapeseed oil, Palm oil, Salt, Yeast, Parsley, Black pepper extract, Parsley oil.",fish,,united kingdom,,b,185.0,7.3,1.2,19.7,0.9,1.46525,9.3,0.5
5010251595724,Garlic & cheese pizza bread with mozzarella cheese,Morrisons,"snacks, salty snacks, appetizers, garlic breads","Wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), Water, Mozzarella cheese (milk) (9%), Rapeseed oil, Mild Cheddar cheese (milk) (4%), Palm oil, Sugar, Garlic purée, Yeast, Salt, Wheat flour, Basil, Wheat protein. ! ALLERGY ADVICE For allergens, including cereals containing gluten, see ingredients in bold. May also contain other cereals containing gluten.",milk,,united kingdom,1 quarter pizza (65 g),d,335.384615384615,14.6153846153846,3.53846153846154,40.9230769230769,3.07692307692308,2.61538461538462,8.92307692307692,1.53846153846154
5010251618331,Mixed nuts & raisins,Morrisons,mixed nuts,"Peanuts (43%), Raisins (31%) (raisins, sunflower oil, cotton seed oil), Brazil nuts (17%), Pecan nuts (4%), Almonds (3%), Hazelnuts (3%)",nuts,,united kingdom,40g,d,524.0,36.8,6.6,28.7,26.5,4.2,17.3,0.1
5010251686781,Morrisons Breaded Chicken Fillets,Morrisons,"meats and their products, meats, chicken and its products, poultries, breaded products, chickens","Chicken 68%, fortified wheat flour, rapeseed oil, sunflower oil, wheat starch, wheat gluten, salt, yeast, sugar, white pepper, flavouring",,,united kingdom,,a,214.6,8.0,1.0,15.4,0.7,1.7,19.4,0.45
5010251764670,The best cauliflower cheese,Morrisons,,"Cauliflower (44%), Milk, Davidstow Cheddar cheese (milk) (13%), Single cream (milk), Double cream (milk), Mature Cheddar cheese (milk) (3%), Fortified wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), Butter (milk), Cornflour, Salt, White pepper.",milk,,united kingdom,,,131.0,10.1,6.3,4.7,2.1,1.1,4.9,0.62
5010251953166,Light Soy Sauce,Morrisons,"condiments, sauces, soy sauces","water, salt, sugar, soybean (3%), wheat flour, colour (plain caramel), yeast extract powder, acidity regulator (lactic acid), preservative (potassium sorbate)",,"vegetarian, vegan",united kingdom,,e,56.0,0.0,0.0,12.5,12.2,0.0,1.6,14.0625
5010254002786,Gluten Free Gingerbread,Furness,"snacks, sweet snacks, biscuits and cakes, biscuits and crackers, biscuits","Potato Starch, Rice Flour, Vegetable Oils (Palm, Rapeseed), Sugar, Invert Sugar Syrup, Water, Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Spices (Ginger, Cinnamon, Coriander, Pimento, Cloves, Nutmeg), Salt, Stabiliser (Xanthan Gum), Emulsifier (Mono-and Diglycerides of Fatty Acids), Natural Colours (Annatto, Curcumin), Flavouring",,no gluten,united kingdom,34g,c,156.0,6.4,2.1,24.1,9.7,0.7,0.6,0.48
5010338206079,Thai Red Curry Paste,Blue Dragon,"condiments, sauces, meal sauces, curry pastes, red curry pastes, groceries","water, rapeseed oil, dry place, one red chilli paste [red chilli peppers, keep refrigediel salt, acidity regulator (acetic consume within minced galangal (4,5%), kaffir lime leaves, fish sauce [anchovy extract (fish), salt, water, sugar], modified maize starch, garlic purée, sugar, salt, concentrated tomato paste, onion, chilli flakes, ground coriander, coriander leaf, colour of which sugas, (paprika extract), ground cumin, acidity regulator (citric acid), allergy advice: for allergens, see ingredients in bold, may also contain peanuts and nuts, no artificial colours or flavours, www,bluedragon,co,uk average valuas energy,0 fat,, of which sabuata carbohydrate, acid)], minced lemongrass (4,5%), nutritional in protein, salt, ab world fod leigh, wn7 5rs ab foods polsta ul, przemysioa 67-100 nowa si l196to 0080-0 roi: 0044 800013",fish,,"france, united kingdom",,e,145.0,10.7,1.2,10.0,3.9,,1.1,4.1
